Date,Category,Brand,Day_of_Week,Holiday_Indicator,Past_Purchase_Trends,Price,Discount,Competitor_Price,Sales_Quantity
25/05/24,Automotive,BrandC,5,0,92.6,177.33,6.44,283.34,261
17/05/24,Automotive,BrandC,4,0,50.1,258.11,38.77,339.24,428
9/5/2024,Automotive,BrandC,3,0,62.5,410.46,48.64,300.57,236
5/5/2024,Automotive,BrandC,6,1,19.2,73.48,37.04,214.57,323
5/5/2024,Automotive,BrandC,6,1,98.5,198.89,11.38,298.96,113
5/5/2024,Automotive,BrandC,6,1,70.2,303.65,47.4,42.55,163
1/5/2024,Automotive,BrandC,2,0,41.8,107.77,14.87,310.2,162
1/5/2024,Automotive,BrandC,2,0,28.8,256.52,22.96,300.53,11
27/04/24,Automotive,BrandC,5,0,5.5,468.09,18,311.51,488
27/04/24,Automotive,BrandC,5,0,28.4,189.23,37.84,259.41,341
23/04/24,Automotive,BrandC,1,0,19,369.03,22.23,470.6,167
23/04/24,Automotive,BrandC,1,0,7.1,298.9,9.78,66.71,164
23/04/24,Automotive,BrandC,1,0,95.7,484.78,38.57,413.09,107
19/04/24,Automotive,BrandC,4,0,81.3,182.53,31.09,323.22,474
19/04/24,Automotive,BrandC,4,0,33.3,378.34,8.89,374.6,68
7/4/2024,Automotive,BrandC,6,1,11.3,455.62,38.23,474.42,464
30/03/24,Automotive,BrandC,5,0,15.6,472.24,15.31,453.48,458
26/03/24,Automotive,BrandC,1,0,81.3,69.52,49.71,321.69,198
26/03/24,Automotive,BrandC,1,0,36.6,292,46.86,343.56,40
22/03/24,Automotive,BrandC,4,0,48.3,498.05,18.6,88.83,280
22/03/24,Automotive,BrandC,4,0,14,111.31,38.54,465.99,350
22/03/24,Automotive,BrandC,4,0,5.6,93.94,5.13,189.07,153
14/03/24,Automotive,BrandC,3,0,71.8,398.86,46.73,58.18,229
6/3/2024,Automotive,BrandC,2,0,30.9,275.18,34.85,159.96,280
2/3/2024,Automotive,BrandC,5,0,77.4,480.49,13.86,83.51,108
27/02/24,Automotive,BrandC,1,0,36.5,277.59,26.41,221.33,197
15/02/24,Automotive,BrandC,3,0,50.3,471.54,9.86,384.18,200
7/2/2024,Automotive,BrandC,2,0,49.6,235.35,36.65,390.37,156
30/01/24,Automotive,BrandC,1,0,5.6,252.05,31.37,477.77,245
26/01/24,Automotive,BrandC,4,0,33.6,300.38,27.39,262.73,80
26/01/24,Automotive,BrandC,4,0,50.2,387.65,37.42,458.67,213
22/01/24,Automotive,BrandC,0,0,17.3,456.96,24.87,165.89,385
18/01/24,Automotive,BrandC,3,0,40.1,257.11,24.59,472.11,424
18/01/24,Automotive,BrandC,3,0,19.7,446.53,36.9,141.37,327
10/1/2024,Automotive,BrandC,2,0,23.2,320.81,36.7,325.17,215
10/1/2024,Automotive,BrandC,2,0,47.1,251.05,46.36,245.65,182
10/1/2024,Automotive,BrandC,2,0,24.8,415.55,8.77,306,173
10/1/2024,Automotive,BrandC,2,0,24.4,152.32,8.2,176.1,220
6/1/2024,Automotive,BrandC,5,0,20.4,460.6,12.97,168.47,421
6/1/2024,Automotive,BrandC,5,0,20.4,347.09,6.69,141.16,173
2/1/2024,Automotive,BrandC,1,0,40.8,493.78,32.69,281.84,275
25/12/23,Automotive,BrandC,0,0,7.7,419.87,34.16,244.87,337
13/12/23,Automotive,BrandC,2,0,28.4,214.85,28.02,98.4,257
13/12/23,Automotive,BrandC,2,0,57,391.45,6.87,245.14,290
1/12/2023,Automotive,BrandC,4,0,20.9,230.2,44.92,194.17,174
27/11/23,Automotive,BrandC,0,0,73.9,402.97,6.12,76.01,300
19/11/23,Automotive,BrandC,6,1,64.2,121.55,32.88,60.11,91
19/11/23,Automotive,BrandC,6,1,64.7,65.97,16.51,183.51,404
11/11/2023,Automotive,BrandC,5,0,66.9,432.66,47.39,174.66,219
3/11/2023,Automotive,BrandC,4,0,77.8,414.91,6.53,58.63,
3/11/2023,Automotive,BrandC,4,0,75.5,494.22,12.57,133.17,75
3/11/2023,Automotive,BrandC,4,0,24.9,398.02,20.16,388.52,72
3/11/2023,Automotive,BrandC,4,0,19.4,309.74,11.77,396.48,359
3/11/2023,Automotive,BrandC,4,0,54.8,103.68,48.39,344.08,
30/10/23,Automotive,BrandC,0,0,57.4,294.82,36.34,446.38,170
30/10/23,Automotive,BrandC,0,0,18.3,420.14,21.67,75.67,318
26/10/23,Automotive,BrandC,3,0,97.1,373.9,37.81,425.19,182
22/10/23,Automotive,BrandC,6,1,85.4,128.42,21.79,94.57,130
14/10/23,Automotive,BrandC,5,0,59.9,372.82,14.82,349.18,225
14/10/23,Automotive,BrandC,5,0,39.4,90.09,38.37,260.28,210
14/10/23,Automotive,BrandC,5,0,44.2,186.34,23.63,323.92,446
10/10/2023,Automotive,BrandC,1,0,94.6,354.48,37.7,476.49,86
2/10/2023,Automotive,BrandC,0,0,56.8,455.14,14.28,361.97,146
2/10/2023,Automotive,BrandC,0,0,6.9,262.63,47.26,56.31,236
24/09/23,Automotive,BrandC,6,1,34.6,182.65,24.5,428.63,219
12/9/2023,Automotive,BrandC,1,0,36.5,202.43,21.19,363.08,116
12/9/2023,Automotive,BrandC,1,0,14.1,74.91,37.61,107.15,358
4/9/2023,Automotive,BrandC,0,0,96,334.52,28.24,380.21,247
31/08/23,Automotive,BrandC,3,0,17.2,313.81,20.83,47.73,67
27/08/23,Automotive,BrandC,6,1,59.3,192.11,9.32,324.08,147
27/08/23,Automotive,BrandC,6,1,96.5,231.3,48.51,112.91,17
23/08/23,Automotive,BrandC,2,0,17.7,324.48,49.52,414.15,377
19/08/23,Automotive,BrandC,5,0,36.9,286.21,16.68,225.13,243
19/08/23,Automotive,BrandC,5,0,48.9,335.56,22.64,352.15,367
19/08/23,Automotive,BrandC,5,0,47.5,324.84,11.62,441.19,471
7/8/2023,Automotive,BrandC,0,0,98.7,492.32,12.88,145.84,366
7/8/2023,Automotive,BrandC,0,0,58,334.54,24.42,146.84,473
7/8/2023,Automotive,BrandC,0,0,43.7,291.34,20.79,224.5,439
7/8/2023,Automotive,BrandC,0,0,9.4,370.88,33.46,464.26,481
3/8/2023,Automotive,BrandC,3,0,36.6,453.36,24.94,231.54,29
30/07/23,Automotive,BrandC,6,1,52.9,251.15,35.24,307.04,20
26/07/23,Automotive,BrandC,2,0,34.8,98.83,18.51,383.65,303
22/07/23,Automotive,BrandC,5,0,30.4,342.1,37.14,386.22,104
10/7/2023,Automotive,BrandC,0,0,67.9,151.8,17.43,296.4,250
6/7/2023,Automotive,BrandC,3,0,8.3,308.52,34.07,189.43,472
28/06/23,Automotive,BrandC,2,0,54.4,225.09,19.49,351.93,122
28/06/23,Automotive,BrandC,2,0,98.5,121.98,8.02,248.03,326
28/06/23,Automotive,BrandC,2,0,34.1,172.72,24.2,50.24,384
24/06/23,Automotive,BrandC,5,0,46.9,60.91,21.69,204.99,353
24/06/23,Automotive,BrandC,5,0,56.9,156.67,24.95,410,221
16/06/23,Automotive,BrandC,4,0,42.8,374.2,8.05,135.13,311
12/6/2023,Automotive,BrandC,0,0,93.6,340.8,36.76,132.84,297
8/6/2023,Automotive,BrandC,3,0,83.7,236.7,26.45,462.53,288
4/6/2023,Automotive,BrandC,6,1,42,76.38,11.7,376.49,128
31/05/23,Automotive,BrandC,2,0,61.5,78.36,22.92,347,344
27/05/23,Automotive,BrandC,5,0,31.7,474.97,28.07,60.4,203
27/05/23,Automotive,BrandC,5,0,85.6,425.2,46.16,377.94,39
27/05/23,Automotive,BrandC,5,0,13.4,471.68,11.09,44.14,149
27/05/23,Automotive,BrandC,5,0,75.6,426.77,22.28,371.66,33
23/05/23,Automotive,BrandC,1,0,38.8,321.06,18.59,420.24,56
23/05/23,Automotive,BrandC,1,0,77,51.74,25.76,49.72,456
19/05/23,Automotive,BrandC,4,0,57.7,215.69,48.94,342.25,482
15/05/23,Automotive,BrandC,0,0,78.2,355.79,8.21,242.76,428
11/5/2023,Automotive,BrandC,3,0,82.6,229.54,21.27,346.88,357
11/5/2023,Automotive,BrandC,3,0,54.8,121.22,38.22,440,333
11/5/2023,Automotive,BrandC,3,0,84.3,213.43,43.21,60.45,228
7/5/2023,Automotive,BrandC,6,1,96.8,296.98,46.03,293.16,95
7/5/2023,Automotive,BrandC,6,1,65.5,468.72,18.57,227.54,80
7/5/2023,Automotive,BrandC,6,1,69.8,389.57,14.31,171.22,40
3/5/2023,Automotive,BrandC,2,0,15.5,385.52,5.83,204.42,77
3/5/2023,Automotive,BrandC,2,0,53,344.84,48.83,440.14,20
3/5/2023,Automotive,BrandC,2,0,55.1,264.49,21.16,232.95,469
29/04/23,Automotive,BrandC,5,0,57.1,169.81,8.4,288.28,495
29/04/23,Automotive,BrandC,5,0,17.2,223.33,16.01,80.8,466
21/04/23,Automotive,BrandC,4,0,30.1,145.23,6.5,453.51,17
21/04/23,Automotive,BrandC,4,0,24.8,85.17,22.89,330.68,85
21/04/23,Automotive,BrandC,4,0,19.2,76.27,28.53,372.92,286
17/04/23,Automotive,BrandC,0,0,26,158.95,7.65,279.11,299
17/04/23,Automotive,BrandC,0,0,69.1,165.5,16.43,462.96,405
28/03/23,Automotive,BrandC,1,0,22.7,66.58,48,188.4,42
20/03/23,Automotive,BrandC,0,0,22.7,283.64,5.75,411.51,359
16/03/23,Automotive,BrandC,3,0,31.5,159.89,6.33,437.92,257
8/3/2023,Automotive,BrandC,2,0,82.3,383.67,27.54,270.64,11
4/3/2023,Automotive,BrandC,5,0,57.8,405.05,40.74,320.22,48
24/02/23,Automotive,BrandC,4,0,14.3,165.69,26.65,471.36,
24/02/23,Automotive,BrandC,4,0,98,96.46,19.75,260.38,284
20/02/23,Automotive,BrandC,0,0,61.2,444.79,15.6,81.76,210
20/02/23,Automotive,BrandC,0,0,53.9,173.68,17.22,44.11,59
20/02/23,Automotive,BrandC,0,0,13,253.89,15.74,334.57,385
20/02/23,Automotive,BrandC,0,0,61,442.68,35.62,132.41,338
20/02/23,Automotive,BrandC,0,0,86.4,126.27,41.28,158.99,101
16/02/23,Automotive,BrandC,3,0,86.5,292.39,33.85,215.41,306
16/02/23,Automotive,BrandC,3,0,38.3,407.12,41.54,164.44,409
16/02/23,Automotive,BrandC,3,0,11,150.69,18.38,207.16,161
16/02/23,Automotive,BrandC,3,0,17.8,488.09,25.12,304.01,218
16/02/23,Automotive,BrandC,3,0,24.8,369.32,17.81,205.37,359
16/02/23,Automotive,BrandC,3,0,82.1,491.27,17.12,298.71,166
16/02/23,Automotive,BrandC,3,0,19.7,340.71,12.56,469.52,196
12/2/2023,Automotive,BrandC,6,1,64,443.38,5.96,147.77,353
12/2/2023,Automotive,BrandC,6,1,50.4,430.35,15.46,177.31,180
8/2/2023,Automotive,BrandC,2,0,64.9,190.39,23.67,151.23,39
4/2/2023,Automotive,BrandC,5,0,50.6,85.17,40.35,50.03,294
31/01/23,Automotive,BrandC,1,0,92.1,407.14,6.31,344.32,459
27/01/23,Automotive,BrandC,4,0,81.8,283.6,36.92,258.56,239
27/01/23,Automotive,BrandC,4,0,45.5,306.3,36.83,361.11,102
23/01/23,Automotive,BrandC,0,0,36.2,342.15,8.59,169.74,364
15/01/23,Automotive,BrandC,6,1,15.7,382.8,17.9,134.48,415
7/1/2023,Automotive,BrandC,5,0,49.6,220.54,32.76,272.42,134
7/1/2023,Automotive,BrandC,5,0,24.4,479.19,41.83,74.74,62
7/1/2023,Automotive,BrandC,5,0,66.7,181.93,38.63,94.34,423
30/12/22,Automotive,BrandC,4,0,46.6,343.12,5.21,228.1,186
22/12/22,Automotive,BrandC,3,0,94.8,436.82,23.36,444.8,427
22/12/22,Automotive,BrandC,3,0,92.1,262.61,24.41,463.73,412
18/12/22,Automotive,BrandC,6,1,43.9,183.7,29.15,66.47,302
14/12/22,Automotive,BrandC,2,0,61.1,343.23,17.7,169.2,275
28/11/22,Automotive,BrandC,0,0,72.1,398.04,19.28,109.58,159
28/11/22,Automotive,BrandC,0,0,15,479,47.38,242.83,374
24/11/22,Automotive,BrandC,3,0,77.3,315.64,10.99,400.33,323
24/11/22,Automotive,BrandC,3,0,85.5,425.32,8.25,215.65,121
16/11/22,Automotive,BrandC,2,0,27.4,261.67,13.4,302.73,90
16/11/22,Automotive,BrandC,2,0,84.6,206.36,29.95,167.77,
16/11/22,Automotive,BrandC,2,0,61.5,482.75,32,188.92,280
12/11/2022,Automotive,BrandC,5,0,68.1,204.22,8.75,252.89,120
12/11/2022,Automotive,BrandC,5,0,82.4,164.96,8.15,233.23,43
12/11/2022,Automotive,BrandC,5,0,52.7,452.95,24.81,102.91,117
8/11/2022,Automotive,BrandC,1,0,10.2,280.62,5.62,80.87,331
8/11/2022,Automotive,BrandC,1,0,66.2,311.62,30.3,210.38,349
4/11/2022,Automotive,BrandC,4,0,70.2,153.54,42.69,402.45,315
31/10/22,Automotive,BrandC,0,0,75.6,460.4,33.84,363.47,202
23/10/22,Automotive,BrandC,6,1,14.8,304.24,27.23,424.83,171
19/10/22,Automotive,BrandC,2,0,58.5,119.22,36.49,317.44,319
19/10/22,Automotive,BrandC,2,0,28.8,158.1,35.94,250.04,397
15/10/22,Automotive,BrandC,5,0,58.3,187.18,17.48,329.74,270
11/10/2022,Automotive,BrandC,1,0,37.5,489.16,22.61,218.77,154
11/10/2022,Automotive,BrandC,1,0,88.5,416.77,43.95,176.38,196
29/09/22,Automotive,BrandC,3,0,72.1,396.83,43,112.72,390
29/09/22,Automotive,BrandC,3,0,22.8,131.8,20.98,82.24,128
25/09/22,Automotive,BrandC,6,1,27,180.62,22.72,230.33,320
17/09/22,Automotive,BrandC,5,0,8.6,479.61,5.18,411.11,98
17/09/22,Automotive,BrandC,5,0,47.8,310.04,15.22,257.01,305
17/09/22,Automotive,BrandC,5,0,30.5,369.61,37.79,390.94,167
13/09/22,Automotive,BrandC,1,0,99.1,331.72,48.85,288.57,367
13/09/22,Automotive,BrandC,1,0,54.6,81.75,28.97,158.76,332
13/09/22,Automotive,BrandC,1,0,31.6,480.41,39.39,458.2,493
5/9/2022,Automotive,BrandC,0,0,39.5,303.95,5.82,471.33,
28/08/22,Automotive,BrandC,6,1,33.4,139.66,36.19,425.7,179
24/08/22,Automotive,BrandC,2,0,93.3,272.21,38.72,131.77,359
20/08/22,Automotive,BrandC,5,0,97.5,235.83,20.59,478.03,265
16/08/22,Automotive,BrandC,1,0,57.3,306.29,43.82,251.79,242
8/8/2022,Automotive,BrandC,0,0,67.9,120.3,9.73,185.93,344
31/07/22,Automotive,BrandC,6,1,65.9,82.44,29.13,423,34
23/07/22,Automotive,BrandC,5,0,89.1,322.33,21.11,404.05,327
19/07/22,Automotive,BrandC,1,0,49.4,431.17,31.96,86.18,327
11/7/2022,Automotive,BrandC,0,0,73.2,172.36,13.01,417.34,446
11/7/2022,Automotive,BrandC,0,0,94,105.8,36.76,234.74,62
7/7/2022,Automotive,BrandC,3,0,85.8,310.87,26.77,441.95,179
3/7/2022,Automotive,BrandC,6,1,34.2,416.32,39.71,166.58,119
3/7/2022,Automotive,BrandC,6,1,73.1,318.16,42.8,69.5,274
3/7/2022,Automotive,BrandC,6,1,68.9,244.19,21.75,60.12,357
3/7/2022,Automotive,BrandC,6,1,35.5,310.46,41.28,200.36,19
3/7/2022,Automotive,BrandC,6,1,66.5,407.71,15.66,227.67,296
29/06/22,Automotive,BrandC,2,0,44.6,106.99,19.61,252.86,260
17/06/22,Automotive,BrandC,4,0,68.4,198.76,39.86,236.93,154
17/06/22,Automotive,BrandC,4,0,93.5,132.83,48.66,400.36,40
13/06/22,Automotive,BrandC,0,0,62.9,497.24,47.97,386.06,465
13/06/22,Automotive,BrandC,0,0,79.4,390.47,37.33,465.62,80
13/06/22,Automotive,BrandC,0,0,72.4,401.45,27.26,437.6,206
5/6/2022,Automotive,BrandC,6,1,78.4,155.18,36.99,265.16,206
24/05/22,Automotive,BrandC,1,0,8.9,393.83,46.29,219.51,431
24/05/22,Automotive,BrandC,1,0,79.9,311.77,8.75,395.84,382
24/05/22,Automotive,BrandC,1,0,68.6,151.65,6.28,354.21,45
20/05/22,Automotive,BrandC,4,0,36.5,367.47,15.67,388.46,459
12/5/2022,Automotive,BrandC,3,0,46.4,330.26,6.28,303.28,449
12/5/2022,Automotive,BrandC,3,0,13.1,401.08,44.04,253.79,319
8/5/2022,Automotive,BrandC,6,1,88.2,484.11,42.79,181.13,55
4/5/2022,Automotive,BrandC,2,0,46.9,468.44,48.51,312.94,185
30/04/22,Automotive,BrandC,5,0,63.8,324.56,21.23,339.31,186
26/04/22,Automotive,BrandC,1,0,81,261.26,47.13,114.54,398
26/04/22,Automotive,BrandC,1,0,66.4,259.24,8.84,109.12,42
14/04/22,Automotive,BrandC,3,0,97.2,177.63,11.23,49.03,
14/04/22,Automotive,BrandC,3,0,40.4,401.94,8.04,196.62,288
14/04/22,Automotive,BrandC,3,0,51.9,238.26,12.88,144.53,474
14/04/22,Automotive,BrandC,3,0,30.1,353.83,21.3,205.55,75
6/4/2022,Automotive,BrandC,2,0,84.7,289.77,49.78,147.49,256
2/4/2022,Automotive,BrandC,5,0,96.9,153.38,13.44,397.88,362
29/03/22,Automotive,BrandC,1,0,41.2,353.71,24.46,344.69,388
29/03/22,Automotive,BrandC,1,0,79,278.4,5.22,387.93,181
29/03/22,Automotive,BrandC,1,0,10.5,292.6,35.39,429.02,253
29/03/22,Automotive,BrandC,1,0,34.8,125.15,11.56,465.77,469
25/03/22,Automotive,BrandC,4,0,31.6,493.54,24.59,213.54,135
25/03/22,Automotive,BrandC,4,0,6.4,101.54,28.08,460.94,264
21/03/22,Automotive,BrandC,0,0,9.2,434.12,39.52,162.03,75
17/03/22,Automotive,BrandC,3,0,37.6,140.89,10.89,243.95,381
13/03/22,Automotive,BrandC,6,1,98.1,450.65,19.53,462.22,417
5/3/2022,Automotive,BrandC,5,0,21.5,233.23,44.87,48.7,493
1/3/2022,Automotive,BrandC,1,0,36.8,109.38,9.97,212.13,180
1/3/2022,Automotive,BrandC,1,0,77.2,272.87,13.27,317.48,430
25/02/22,Automotive,BrandC,4,0,12.6,210.54,19.58,230.2,313
21/02/22,Automotive,BrandC,0,0,8.5,258.82,43.97,44.94,
21/02/22,Automotive,BrandC,0,0,14,141.9,35.44,65.14,172
13/02/22,Automotive,BrandC,6,1,24.3,343.01,26.92,403.55,494
13/02/22,Automotive,BrandC,6,1,88,286.82,41.22,134.11,98
13/02/22,Automotive,BrandC,6,1,10.3,481.47,21.94,67.42,199
9/2/2022,Automotive,BrandC,2,0,63.2,485.31,38.62,200.26,348
9/2/2022,Automotive,BrandC,2,0,33.1,147.36,11.05,448.48,490
5/2/2022,Automotive,BrandC,5,0,15.9,149.62,24.13,477.48,308
20/01/22,Automotive,BrandC,3,0,52.4,439.43,23.12,333.71,381
16/01/22,Automotive,BrandC,6,1,25.1,480.78,37.8,173.17,200
12/1/2022,Automotive,BrandC,2,0,64.4,144.08,10.79,434.46,239
12/1/2022,Automotive,BrandC,2,0,61.6,87.8,38.33,211,238
4/1/2022,Automotive,BrandC,1,0,94.5,479.55,16.55,470.79,141
4/1/2022,Automotive,BrandC,1,0,75.8,473.29,16.39,426.11,396
27/12/21,Automotive,BrandC,0,0,34.8,85.31,49.69,72.36,197
27/12/21,Automotive,BrandC,0,0,41.3,115.36,48.11,338.39,282
23/12/21,Automotive,BrandC,3,0,74.5,227.73,21.45,354.69,103
19/12/21,Automotive,BrandC,6,1,51,58.12,23.19,324.9,404
19/12/21,Automotive,BrandC,6,1,89.9,290.92,43.53,399.84,51
15/12/21,Automotive,BrandC,2,0,77.2,366.69,46.02,40.18,134
15/12/21,Automotive,BrandC,2,0,58.4,343.52,32.04,323.29,82
15/12/21,Automotive,BrandC,2,0,30.2,71.09,27.12,109.76,220
15/12/21,Automotive,BrandC,2,0,44.9,125.45,44.46,74.15,476
11/12/2021,Automotive,BrandC,5,0,57,483.11,16.44,371.78,186
3/12/2021,Automotive,BrandC,4,0,15,103.63,41.62,307.51,217
13/11/21,Automotive,BrandC,5,0,87.3,205.86,32.57,158.16,400
13/11/21,Automotive,BrandC,5,0,38.9,59.88,26.23,202.07,116
9/11/2021,Automotive,BrandC,1,0,15.9,485.31,27.24,88.8,248
9/11/2021,Automotive,BrandC,1,0,99.4,103.36,33.7,195.2,288
5/11/2021,Automotive,BrandC,4,0,82.8,348.72,13.22,118.88,268
5/11/2021,Automotive,BrandC,4,0,27.8,285.16,7.89,94.73,480
1/11/2021,Automotive,BrandC,0,0,25.7,336.04,19.28,75.33,324
1/11/2021,Automotive,BrandC,0,0,80,238.29,49.1,252.59,280
24/10/21,Automotive,BrandC,6,1,7.8,128.36,30.02,447.61,194
24/10/21,Automotive,BrandC,6,1,32.1,219.5,35.11,146.63,175
20/10/21,Automotive,BrandC,2,0,19.7,150.54,31.33,408.98,459
16/10/21,Automotive,BrandC,5,0,93.3,473.06,39.35,118.41,43
16/10/21,Automotive,BrandC,5,0,70.3,447.5,12.94,49.35,340
12/10/2021,Automotive,BrandC,1,0,81.2,71.19,8.07,166.61,243
12/10/2021,Automotive,BrandC,1,0,72.1,467.86,49.33,305.73,36
12/10/2021,Automotive,BrandC,1,0,73.7,194.08,42.12,212.66,236
4/10/2021,Automotive,BrandC,0,0,77.3,451.62,23.68,72.2,396
30/09/21,Automotive,BrandC,3,0,26.2,448.37,21.82,476.2,69
18/09/21,Automotive,BrandC,5,0,59.1,174.21,40.47,271.82,146
18/09/21,Automotive,BrandC,5,0,49.8,357.41,8.08,196.23,337
14/09/21,Automotive,BrandC,1,0,15.6,249.01,7.62,146.66,46
10/9/2021,Automotive,BrandC,4,0,95.6,464.66,7.2,402.18,23
6/9/2021,Automotive,BrandC,0,0,25,168.35,43.03,367.44,397
6/9/2021,Automotive,BrandC,0,0,76.2,236.49,41.64,120.31,248
6/9/2021,Automotive,BrandC,0,0,64.8,197.99,10.5,355.41,286
6/9/2021,Automotive,BrandC,0,0,76.5,452.63,18.25,388.58,84
6/9/2021,Automotive,BrandC,0,0,40.6,158.68,11.85,164.85,356
2/9/2021,Automotive,BrandC,3,0,71.7,105.59,33.77,82.45,408
2/9/2021,Automotive,BrandC,3,0,51.9,298.92,19.65,330.57,294
2/9/2021,Automotive,BrandC,3,0,38.9,288.88,27.13,376.85,106
29/08/21,Automotive,BrandC,6,1,58.5,340.29,11.05,460.52,
25/08/21,Automotive,BrandC,2,0,89,261.32,42,67.58,373
25/08/21,Automotive,BrandC,2,0,46.6,229.14,13.78,76.47,322
25/08/21,Automotive,BrandC,2,0,90.4,488.58,19.37,323.45,106
25/08/21,Automotive,BrandC,2,0,27.7,294.93,36.03,140.33,331
21/08/21,Automotive,BrandC,5,0,75.7,434.73,37.32,196.77,182
21/08/21,Automotive,BrandC,5,0,82.8,150.47,27.69,465.58,339
17/08/21,Automotive,BrandC,1,0,74.9,266.07,13.2,121.32,
9/8/2021,Automotive,BrandC,0,0,49.2,211.95,38.76,293.58,438
9/8/2021,Automotive,BrandC,0,0,16.3,66.15,26.02,160.03,471
5/8/2021,Automotive,BrandC,3,0,58.1,234.8,33.9,209.86,262
5/8/2021,Automotive,BrandC,3,0,75.8,83.83,47.31,320.26,356
24/07/21,Automotive,BrandC,5,0,43.6,141.49,33.32,143.51,133
20/07/21,Automotive,BrandC,1,0,16.3,327.54,32,180.72,483
16/07/21,Automotive,BrandC,4,0,88.8,250.72,26.73,116.53,170
12/7/2021,Automotive,BrandC,0,0,91.2,50.91,38.49,259.71,216
8/7/2021,Automotive,BrandC,3,0,61.1,447.19,9.97,448.34,193
4/7/2021,Automotive,BrandC,6,1,65.3,256.07,41.14,422,264
30/06/21,Automotive,BrandC,2,0,55.2,305.05,15.85,301.85,478
18/06/21,Automotive,BrandC,4,0,33.6,484.46,45.56,210.15,328
18/06/21,Automotive,BrandC,4,0,95.1,385.81,43.6,431.21,329
14/06/21,Automotive,BrandC,0,0,82.5,54.77,30.77,149.99,488
10/6/2021,Automotive,BrandC,3,0,46.6,460.36,40.04,273.99,44
6/6/2021,Automotive,BrandC,6,1,54.5,369.32,20.04,176.82,
6/6/2021,Automotive,BrandC,6,1,97.8,205.51,48.19,394.16,331
2/6/2021,Automotive,BrandC,2,0,64.4,294.9,41.57,55.03,236
2/6/2021,Automotive,BrandC,2,0,80.9,159.54,10.89,69.51,15
29/05/21,Automotive,BrandC,5,0,5.3,374.19,20.16,169.35,
25/05/21,Automotive,BrandC,1,0,85.8,480.58,15.79,131.34,403
25/05/21,Automotive,BrandC,1,0,96,120.59,21.67,131.94,
17/05/21,Automotive,BrandC,0,0,88.3,148.23,38.01,229.93,268
17/05/21,Automotive,BrandC,0,0,58.8,95.95,21.29,324.01,125
17/05/21,Automotive,BrandC,0,0,51.1,346.85,46.32,80.87,397
9/5/2021,Automotive,BrandC,6,1,40.2,84.76,47.22,471.27,14
1/5/2021,Automotive,BrandC,5,0,94.6,95.49,31.91,437.64,112
27/04/21,Automotive,BrandC,1,0,92.7,241.46,18.28,399.68,311
27/04/21,Automotive,BrandC,1,0,31.4,408.86,28.75,139.66,306
19/04/21,Automotive,BrandC,0,0,42,451.45,36.64,361.29,264
19/04/21,Automotive,BrandC,0,0,39.3,108.75,13.84,98.05,329
15/04/21,Automotive,BrandC,3,0,37.7,185.52,39.43,274.75,106
15/04/21,Automotive,BrandC,3,0,31.3,325.93,45.48,72.7,219
15/04/21,Automotive,BrandC,3,0,57.9,152.6,20.16,363.06,92
15/04/21,Automotive,BrandC,3,0,21,167.82,8.19,453.48,429
11/4/2021,Automotive,BrandC,6,1,93.9,321.26,17.28,378.45,361
7/4/2021,Automotive,BrandC,2,0,14.8,200.27,15.98,59.14,122
3/4/2021,Automotive,BrandC,5,0,91.2,213.74,11.25,41.37,38
3/4/2021,Automotive,BrandC,5,0,92.4,124.88,30.52,52.68,345
26/03/21,Automotive,BrandC,4,0,88.5,162.88,29.25,311.81,419
26/03/21,Automotive,BrandC,4,0,32.8,465.65,37.43,400.33,476
26/03/21,Automotive,BrandC,4,0,89.1,111.45,6.1,304.9,337
22/03/21,Automotive,BrandC,0,0,29.2,335.97,32.19,173.23,190
18/03/21,Automotive,BrandC,3,0,65.6,380.22,23.62,233.84,172
18/03/21,Automotive,BrandC,3,0,54.2,189.42,31.25,176.63,298
14/03/21,Automotive,BrandC,6,1,39,292.43,31.05,133.08,66
14/03/21,Automotive,BrandC,6,1,95,98.08,14.88,412.94,399
2/3/2021,Automotive,BrandC,1,0,94.8,359.65,18.69,159.66,337
2/3/2021,Automotive,BrandC,1,0,84.8,144.27,30.45,373.65,211
26/02/21,Automotive,BrandC,4,0,24.5,320.48,25.18,162.32,237
22/02/21,Automotive,BrandC,0,0,52.6,212.8,22.38,342.78,214
22/02/21,Automotive,BrandC,0,0,63.2,298.39,28.42,435.42,207
18/02/21,Automotive,BrandC,3,0,66.9,494.06,46.08,61.44,36
10/2/2021,Automotive,BrandC,2,0,66.3,50.07,11.41,257.35,386
10/2/2021,Automotive,BrandC,2,0,67,166.97,30.37,155.65,425
2/2/2021,Automotive,BrandC,1,0,37.7,63.86,19.87,476.61,69
29/01/21,Automotive,BrandC,4,0,68,320.71,5.68,383.14,328
21/01/21,Automotive,BrandC,3,0,96,437.59,7.94,470.51,478
30/09/24,Automotive,BrandD,0,0,99.3,434.13,33.21,406.51,304
30/09/24,Automotive,BrandD,0,0,90.1,354.16,26.37,291.38,182
26/09/24,Automotive,BrandD,3,0,69.8,105.44,44.1,69.55,397
22/09/24,Automotive,BrandD,6,1,65.7,459.23,43.27,392,357
18/09/24,Automotive,BrandD,2,0,89,436.13,15.72,140.42,96
14/09/24,Automotive,BrandD,5,0,54.6,288.71,22.05,101.16,341
10/9/2024,Automotive,BrandD,1,0,20.7,261.46,34.49,378.81,355
